Reference,SubReg,Aggressor,Victim,Descript,Desc1,Desc2,Desc3,Desc4,Desc5,Desc6,Date,Year,PolygonID,MRGID,GeoName,Pol_type,MRGID_Ter1,Territory1,MRGID_Sov1,Sovereign1,ISO_Ter1,MRGID_Ter2,Territory2,MRGID_Sov2,Sovereign2,ISO_Ter2,MRGID_Ter3,Territory3,MRGID_Sov3,Sovereign3,ISO_Ter3,x_1,y_1,Area_km2,MRGID_EEZ
2013-251,57,Robbers,Product tanker,NA,"NIGERIA:On 11 August, robbers in a small skiff attempted to board the anchored Liberia-flagged product tanker FPMC 25 at 06-18N 003-26E, at the Lagos Anchorage. Master raised the alarm and mustered the crew, while embarked armed guards fired warning","shots, resulting in the skiff moving away.",NA,NA,NA,NA,2013-08-11,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-244,57,robbers,bulk carrier ATHOS,NA,"IVORY COAST:On 31 July, the Cayman Islands-flagged anchored bulk carrier ATHOS was boarded at 05-13N 004-03W, at the Abidjan Anchorage. Robbers boarded the ship at anchor using a long pole with a hook. The crew spotted them and raised the alarm. On","hearing the alarm, the robbers escaped in a wooden boat. All crew are safe and nothing was stolen.",NA,NA,NA,NA,2013-07-31,2013,119,8473,Ivory Coast Exclusive Economic Zone,200NM,2161,Ivory Coast,2161,Ivory Coast,CIV,0,NA,0,NA,NA,0,NA,0,NA,NA,-5.4494860846,3.30806149919,172015.188351,8473
2013-245,57,gunboat,chemical tanker HIGH JUPITER,NA,"NIGERIA:On 30 July, the Hong Kong-flagged underway chemical tanker HIGH JUPITER was fired upon at 03-31N 006-05E, approximately 45 nm south of Brass. A gunboat claiming to be a Nigerian navy boat called a chemical tanker on VHF and asked details of","vessel, cargo, last and next ports. This information was passed to the gun boat. After approximately 15 minutes, the gun boat approached the vessel at high speed and demanded that the vessel be stopped and boarding permitted. The Master informed them",that he would not be stopping due to the areas high risk for piracy attacks. The gun boat threatened them and followed the vessel for 20 minutes and then fired two shots in the air. The Master immediately raised the alarm over VHF and requested ships in,"the vicinity relay its message to port control, which was not responding to its calls. Upon hearing the VHF alarm, the gun boat moved away.",NA,NA,2013-07-30,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-225,57,PIRATES,SUPPLY VESSEL C VIKING,NA,"NIGERIA:On 19 July, the Vanuatu-flagged anchored offshore supply vessel C VIKING was boarded at 04-18N 007-46E, at the Usari Field, offshore Akwa lbom state. Crew managed to lock themselves in a citadel, no injuries reported. Pirates looted the vessel,","including bridge, and destroyed some equipment on the bridge before leaving.",NA,NA,NA,NA,2013-07-19,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-234,57,PIRATES,PRODUCT TANKER LOULOU,NA,"NIGERIA:On 24 July, the anchored Nigeria-flagged product tanker LOULOU was boarded at 04-16N 007-56E, at the Eked Offshore Anchorage, approximately 40 nm southeast of Port Harcourt. Pirates reportedly boarded the vessel, destroyed the bridge laptop, and","inflicted damage to the bridge via gun shots. Two suspected pirate's remained in hiding aboard the ship, until their later discovery, when they jumped overboard. Exxon Terminal security staffs responded to the incident, but were unable to locate any of",the suspects.,NA,NA,NA,2013-07-19,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-226,57,ROBBERS,BULK CARRIER LIBERTY GRACE,NA,"TOGO:On 18 July, the United States-flagged anchored bulk carrier LIBERTY GRACE experienced an attempted boarding at 06-05N 001-17E, at the Lome Anchorage. Duty Officer on board the anchored bulk carrier spotted an unlit skiff with 5-6 persons","approaching. The Duty Officer directed the ship search light towards the skiff, raised the alarm, activated the fire hoses, and called the Togo navy. It was observed that the robbers, with hoods pulled over their heads, were attempting to board the",vessel using a pole and hook. Three flares were fired in the direction of the skiff. Seeing the crew alertness the robbers aborted the attempt and moved away. During the incident another two skiffs were observed close to the vessel. A navy boat arrived,later at the location.,NA,NA,2013-07-18,2013,147,8392,Togolese Exclusive Economic Zone,200NM,8632,Togo,8632,Togo,TGO,0,NA,0,NA,NA,0,NA,0,NA,NA,1.82134961928,4.6394919934,15439.2618032,8392
2013-214,57,PIRATES,TANKER OCEAN CENTURION,NA,"TOGO:On 16 July, the Marshall Islands-flagged underway product tanker OCEAN CENTURION was hijacked at 05-29N 001-38E, approximately 46nm southeast of Lome. Armed pirates in two speed boats approached, boarded, and hijacked the product tanker. They took","hostage all the crew members, stole their personal belongings, ordered the Master to sail south, and then north towards the Togo/Benin border. The pirates then disembarked and escaped via a speedboat, 12nm from the coastline. The Togo Navy was informed","about the hijacking and a patrol boat was dispatched, which escorted the tanker to Lome anchorage for investigation. Two crew members were injured during the incident and were transferred to a clinic for medical attention.",NA,NA,NA,2013-07-16,2013,147,8392,Togolese Exclusive Economic Zone,200NM,8632,Togo,8632,Togo,TGO,0,NA,0,NA,NA,0,NA,0,NA,NA,1.82134961928,4.6394919934,15439.2618032,8392
2013-223,57,PIRATES,MERCHANT VESSEL,NA,GULF OF GUINEA:M/V attacked in 01-6.8N 004-41.0E on 16 July 2013 at 0410Z. Vessels are advised to keep clear of this position and to exercise extreme caution.,NA,NA,NA,NA,NA,2013-07-16,2013,168,8397,Sao Tome and Principe Exclusive Economic Zone,200NM,2238,Sao Tome and Principe,2238,Sao Tome and Principe,STP,0,NA,0,NA,NA,0,NA,0,NA,NA,6.35334522867,0.779096486722,130840.024661,8397
2013-215,57,PIRATES,CHEMICAL TANKER COTTON,NA,"GABON:On 15 July, the Malta-flagged underway chemical tanker COTTON was hijacked at 00-26S 008-51E, approximately 13 nm off Port Gentil. 12 to 15 gunmen armed with AK-47 assault rifles hijacked the tanker and its 23 crewmembers. The tanker was later",released on 22 July.,NA,NA,NA,NA,2013-07-15,2013,258,8476,Gabonese Exclusive Economic Zone,200NM,2104,Gabon,2104,Gabon,GAB,0,NA,0,NA,NA,0,NA,0,NA,NA,8.73897075276,-3.06254123261,201753.746636,8476
2013-222,57,PIRATES,MERCHANT VESSEL,NA,"GABON:On 15 July 2013 at 0552 LT, a merchant ship at anchored was suspected to be hijacked by pirates at position 00-26.49S 008-51.45E, around 17.4 nm north of Port Gentil, Gabon. The owner reported that they had lost communication with the vessel.",Further detail awaits.,NA,NA,NA,NA,2013-07-15,2013,258,8476,Gabonese Exclusive Economic Zone,200NM,2104,Gabon,2104,Gabon,GAB,0,NA,0,NA,NA,0,NA,0,NA,NA,8.73897075276,-3.06254123261,201753.746636,8476
2013-227,57,ROBBERS,LANDING CRAFT RENOVATION,NA,"GABON:On 14 July, the Gabon-flagged underway landing craft RENOVATION was boarded at 00-29S 008-51E, at Port Gentil. Approximately 20 armed robbers in a speed boat approached and boarded the landing craft underway. They stole crew personal belongings and",escaped. Port maritime authority notified. No injury to crew or any damage to vessel.,NA,NA,NA,NA,2013-07-15,2013,258,8476,Gabonese Exclusive Economic Zone,200NM,2104,Gabon,2104,Gabon,GAB,0,NA,0,NA,NA,0,NA,0,NA,NA,8.73897075276,-3.06254123261,201753.746636,8476
2013-217,57,PIRATES,SUPPLY VESSEL,NA,"GULF OF GUINEA:On 7 July, gunmen boarded and kidnapped the crew of an underway supply vessel at 04-24N 007-03E, in the vicinity of the New Calabar River. The incident took place as the vessel was transiting from Port Harcourt to Nembe. Initial reports","state that the captain, chief engineer and a deckhand were taken hostage.",NA,NA,NA,NA,2013-07-07,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-218,57,ROBBERS,BULK CARRIER,NA,"NIGERIA:On 5 July, an anchored bulk carrier was boarded at 06-26N 003-23E, on Lagos Port Road. Three armed men were reported to have separated part of the razor wire and gained access via a rope. The bosun spotted them and alerted the duty officer by",radio. The bosun was subsequently wounded by the gunmen before other crew came to assist. The robbers escaped via speedboat. The injured crew member was hospitalized.,NA,NA,NA,NA,2013-07-05,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-221,57,PIRATES,FISHING VESSEL,NA,"NIGERIA:On 27 June 2013, a fishing vessel was attacked at approximately 9 nm north of Brass Terminal. Several crew members were assaulted and the vessel had some damage. Two crew members may have been kidnapped. No more information.",NA,NA,NA,NA,NA,2013-06-27,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-186,57,ROBBERS,CHEMICAL TANKER ADOUR,NA,"TOGO:On 13 June, the anchored France-flagged chemical tanker ADOUR was hijacked at 05-41N 001-18E, approximately 30 nm south of Lome. Armed robbers boarded an anchored chemical tanker and took the duty officer hostage to the Masters cabin. When the",Master opened the cabin door the robbers hit the Master on the face and ordered him to muster the crew on the bridge. Once the crew was mustered on the bridge one of the younger robbers was very violent and beat the crew as well as broke a glass on one,"of the crews head. The robbers asked the Master and the C/O about the cargo in the tanks and when the Master replied that the vessel was in ballast the robbers again beat the Master and asked him to weigh anchor and proceed south. At around 0315 LT, the","robbers speed boat returned with more people. At around 0500 LT, the tanker sailed towards Lagos and the robbers appeared to be negotiating on the satellite phone. They then ordered the Master to use the tanker to approach other vessels in the area and","they asked the crew to fabricate a ladder in facilitate the boarding. On 16 Jun, the robbers took two crew members and disembarked from the tanker with the rescue boat taking along ship's cash, crew cash and personal belongings. The crews were released",once later. Three crew members were injured during the incident. Incident reported to Togo and French Authorities.,2013-06-13,2013,226,8400,Ghanaian Exclusive Economic Zone,200NM,2100,Ghana,2100,Ghana,GHA,0,NA,0,NA,NA,0,NA,0,NA,NA,-0.847226823817,3.50286659343,227218.059083,8400
2013-187,57,PIRATES,SUPPLY VESSEL MDPL CONTINENTAL ONE,NA,"NIGERIA:On 13 June, the Singapore-flagged underway offshore supply vessel MDPL CONTINENTAL ONE was boarded and personnel kidnapped at 04-02N 008-02E, approximately 7 nm southwest of the OFON Oil Field. Two fiberglass speed- boats, each with 2 outboards","engines, each carrying 14 gunmen in wearing casual t-shirts and no masks, launched an attack. The pirates were armed with AK47's. After stealing personal items and belongings, four expat crew were kidnapped (Polish (Chief Engineer) and three Indians","(Captain, Chief Officer, and Bosun).",NA,NA,NA,2013-06-13,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-179,57,PIRATES,SUPPLY SHIP C VIKING,NA,"NIGERIA:On 04 June, the underway offshore supply ship C VIKING was attacked in the vicinity of 04-14N 007-45E, at the Usari Field. No further reporting at this time.",NA,NA,NA,NA,NA,2013-06-04,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-177,57,PIRATES,SUPPLY SHIP,NA,"NIGERIA:04 June 2013, 2300 UTC, Position: 04-14.9N 007-45.7E, USARI Field, Nigeria. Pirates boarded an offshore supply ship underway, on standby duties. Seeing the pirates the crew raised the alarm, retreated into the citadel, alerted other vessels and",shore based office by VHF and waited until the pirates had left. On investigation it was found that ship's and crew belongings were stolen. All crew safe.,NA,NA,NA,NA,2013-06-04,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-180,57,ROBBERS,CHEMICAL TANKER RHINO,NA,"NIGERIA:On 03 June, the Singapore-flagged chemical tanker RHINO was fired upon at 06-16N 003-20E, at the Lagos Anchorage. While at anchor, an unknown number of robbers attempted to board the vessel through the hawse pipe via chain locker and exchanged",gunshots with the Nigerian naval personnel onboard. The general alarm was activated and the crew mustered at the designated muster station. The robber's boat eventually left after 20 minutes. There was no injury to the crew or items stolen.,NA,NA,NA,NA,2013-06-03,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-145,57,ROBBERS,CHEMICAL TANKER MARIELLA BOTTIGLIERI,NA,"TOGO:On 17 May, the anchored chemical tanker MARIELLA BOTTIGLIERI experienced an attempted boarding at 06-03N 001-17 E, at the Lome Anchorage. Eleven robbers in an unlit boat approached the anchored chemical tanker. The duty A/B noticed the boat and","informed the OOW who raised the alarm, contacted Togo Navy, and activated the fire pumps. Two persons jumped into the water and attempted to board the tanker via the anchor chain, but failed and returned to their boat. Later, the boat returned and",approached again from the port quarter with additional persons who were seen holding hooks attached with ropes. The duty crew directed search lights towards the boat and noticed that the boat was flooding due to the fire hose water. The boat remained,"alongside the ship and made several attempts to board the tanker. After several failed attempts at boarding, the persons aborted and moved away. Shortly after, a Togo Navy boat arrived at the location and patrolled the area.",NA,NA,2013-05-17,2013,147,8392,Togolese Exclusive Economic Zone,200NM,8632,Togo,8632,Togo,TGO,0,NA,0,NA,NA,0,NA,0,NA,NA,1.82134961928,4.6394919934,15439.2618032,8392
2013-147,57,PIRATES,TANKER BARGE LADY SWATHIN,NA,"NIGERIA:On 14 May, the self-propelled tanker barge LADY SWATHIN was hijacked at 04-20N 007-40E, approximately 8.5 nm south of the Opobo River Estuary. The self-propelled tanker barge was reported as being hijacked by nine armed pirates in a white-hulled","speedboat at approximately 08:00 LT. Both the LADY SWATHIN and SAINT PATRICK were attacked in the same area off Idoho field, approximately six hours apart.",NA,NA,NA,NA,2013-05-14,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-146,57,PIRATES,SUPPORT VESSEL SAINT PATRICK,NA,"NIGERIA:On 14 May, the offshore diving support vessel SAINT PATRICK was boarded at 04-25N 007-28E, approximately 7.5 nm south-southwest of the Opobo river estuary. The offshore diving support vessel was reported as being boarded and attacked by pirates","at approximately 02:00 LT. Both the SAINT PATRICK and LADY SWATHIN were attacked in the same area off Idoho field, approximately six hours apart.",NA,NA,NA,NA,2013-05-14,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-148,57,SUSPICIOUS CRAFT,OIL TANKER,NA,"NIGERIA:On 13 May, an anchored oil tanker was boarded at 06-20N 003-19E, approximately 8 nm south-southwest of Lagos. Vessel reported to authorities via VHF Channel 16 that two persons had boarded the ship and were seen on the deck. During the","communication, vessel stated that the two people had jumped overboard.",NA,NA,NA,NA,2013-05-13,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2013-149,57,PIRATES,FISHING VESSEL,NA,"NIGERIA:On 12 May, a fishing vessel was attacked approximately 15 nm south of Akwa Ibom state. The fishing trawler reported being attacked by armed pirates in a white-hulled speedboat at 0820 LT. Later, the same speedboat was reported to have approached","another fishing vessel at 0900 LT, off Calabar River.",NA,NA,NA,NA,2013-05-12,2013,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
